initYr,Rstructure,mTrends,compMethod,variable,resType,RMSE,nIndices,peels
1990,custom R by SDM,3,peel then variable,meanRMSE,resid.Cont,1.2763796062037724,23,10
1990,custom R by SDM,3,peel then variable,totRMSE,resid.Inf,2.583948778417706,23,10
1990,custom R by SDM,3,peel then variable,meanRMSE,resid.Inf,1.291974389208853,23,10
1990,custom R by SDM,3,peel then variable,totRMSE,resid.Naiv,2.5767258668413566,23,10
1990,custom R by SDM,3,peel then variable,meanRMSE,resid.Naiv,1.2883629334206783,23,10
1990,custom R by SDM,3,peel then variable,totRMSE,resid.Proj,2.5865562096364085,23,10
1990,custom R by SDM,3,peel then variable,meanRMSE,resid.Proj,1.2932781048182043,23,10
1990,diag & equal,3,individual,sardRec,resid.Naiv,0.9949116896813365,23,10
1990,diag & equal,3,individual,sardRec,resid.Cont,1.1203536338208722,23,10
1990,diag & equal,3,individual,anchRec,resid.Cont,1.1283684786908692,23,10
1990,diag & equal,3,individual,anchRec,resid.Proj,1.2303375563319034,23,10
1990,diag & equal,3,individual,anchRec,resid.Inf,1.2337158107746555,23,10
1990,diag & equal,3,individual,sardRec,resid.Inf,1.2352947855199419,23,10
1990,diag & equal,3,individual,sardRec,resid.Proj,1.247026006651734,23,10
1990,diag & equal,3,individual,anchRec,resid.Naiv,1.2802721507950725,23,10
1990,diag & equal,3,peel & variable combined,total,resid.Cont,1.1245790936676372,23,10
1990,diag & equal,3,peel & variable combined,total,resid.Naiv,1.1539317510009799,23,10
1990,diag & equal,3,peel & variable combined,total,resid.Inf,1.2344639979348482,23,10
1990,diag & equal,3,peel & variable combined,total,resid.Proj,1.238270648432077,23,10
1990,diag & equal,3,peel then variable,totRMSE,resid.Cont,2.248722112511741,23,10
1990,diag & equal,3,peel then variable,meanRMSE,resid.Cont,1.1243610562558706,23,10
1990,diag & equal,3,peel then variable,totRMSE,resid.Inf,2.4690105962945976,23,10
1990,diag & equal,3,peel then variable,meanRMSE,resid.Inf,1.2345052981472988,23,10
1990,diag & equal,3,peel then variable,totRMSE,resid.Naiv,2.275183840476409,23,10
1990,diag & equal,3,peel then variable,meanRMSE,resid.Naiv,1.1375919202382045,23,10
